,RMSE,MAE,MAX_ERR,R2
GPR_rbf_noisy_1_5e-05_RBF_ISO,2.2017 ± 0.4808,1.6738 ± 0.3925,7.2975 ± 2.0771,0.9059 ± 0.0372
