Cell_Name,SoH,SoH_Actual,Temp,SoC,10000-Re,7943-Re,6310-Re,5012-Re,3981-Re,3162-Re,2512-Re,1995-Re,1585-Re,1259-Re,1000-Re,794.3-Re,631-Re,501.2-Re,398.1-Re,316.2-Re,251.2-Re,199.5-Re,158.5-Re,125.9-Re,100-Re,79.43-Re,63.1-Re,52-Re,39.81-Re,31.62-Re,25.12-Re,19.95-Re,15.85-Re,12.59-Re,10-Re,7.943-Re,6.31-Re,5.012-Re,3.981-Re,3.162-Re,2.512-Re,1.995-Re,1.585-Re,1.259-Re,1-Re,0.7943-Re,0.631-Re,0.5012-Re,0.3981-Re,0.3162-Re,0.2512-Re,0.1995-Re,0.1585-Re,0.1259-Re,0.1-Re,0.07943-Re,0.0631-Re,0.05012-Re,0.03981-Re,0.03162-Re,0.02512-Re,0.01995-Re,0.01585-Re,0.01259-Re,0.01-Re,10000-Im,7943-Im,6310-Im,5012-Im,3981-Im,3162-Im,2512-Im,1995-Im,1585-Im,1259-Im,1000-Im,794.3-Im,631-Im,501.2-Im,398.1-Im,316.2-Im,251.2-Im,199.5-Im,158.5-Im,125.9-Im,100-Im,79.43-Im,63.1-Im,52-Im,39.81-Im,31.62-Im,25.12-Im,19.95-Im,15.85-Im,12.59-Im,10-Im,7.943-Im,6.31-Im,5.012-Im,3.981-Im,3.162-Im,2.512-Im,1.995-Im,1.585-Im,1.259-Im,1-Im,0.7943-Im,0.631-Im,0.5012-Im,0.3981-Im,0.3162-Im,0.2512-Im,0.1995-Im,0.1585-Im,0.1259-Im,0.1-Im,0.07943-Im,0.0631-Im,0.05012-Im,0.03981-Im,0.03162-Im,0.02512-Im,0.01995-Im,0.01585-Im,0.01259-Im,0.01-Im
2,95,9505,15,5,0.029926435238449296,0.02834294557304144,0.026933146266745072,0.02588107477993111,0.025197641714907525,0.02473046212381268,0.024342954525319625,0.024045521116227393,0.0239189012002461,0.023964669527722547,0.024117062030155574,0.02434782464638587,0.02466564435902,0.02503381601785538,0.025380470256387535,0.025692198782081302,0.02601771565181413,0.02637851369697156,0.02674026617814994,0.027086389443784362,0.02744329448154283,0.027825110744886163,0.02820519833762131,0.028508247483102638,0.028920454713776102,0.029286324321702865,0.029647965468988523,0.029999178584466976,0.030360929396596043,0.03074868477613992,0.031148116266944154,0.0315588269757833,0.03202271873343554,0.032581135498917634,0.03323738781373216,0.034002805435683715,0.034940130366835936,0.0361201393054643,0.037545551924624374,0.03919152302117359,0.04106654275953444,0.04320519535387968,0.045583174280321874,0.04808838195904088,0.05057200446827504,0.05293295920206901,0.055131844671933314,0.05715810489539837,0.058977449100588976,0.060577550007667874,0.061992475523882117,0.06328762358060208,0.06449494450046496,0.06561502873238297,0.06667555460423369,0.06773771086820739,0.0688203006536957,0.06989647662588364,0.07098702381322855,0.07221868708541022,0.07369960603255964,0.03154995618405327,0.026184721887143023,0.021466900218252195,0.017339287742848077,0.013870527362607151,0.011053719173472904,0.008732165760422106,0.0067180948872462495,0.004960161292239617,0.0034826579720639845,0.002272561023041348,0.0012696343868165393,0.00045537990171788846,-0.0001568077684664061,-0.0006059209049490559,-0.0009790987488632566,-0.0013157045581311912,-0.001592157113100852,-0.0018003883122411318,-0.001979761405505436,-0.0021534345335007666,-0.0023016216494384425,-0.002414117059407943,-0.0025017952806581823,-0.0026424377022167384,-0.0027754878347492264,-0.0029163332408935006,-0.0030913542794566437,-0.0033191673994897282,-0.003591655090678316,-0.003911475095350097,-0.004316518276877467,-0.004835275901234719,-0.005454741606942608,-0.006161417015019236,-0.006980767766402002,-0.007927318529939718,-0.008952390627365588,-0.009975049246398315,-0.010964033346043544,-0.011909743817389726,-0.012751588724240833,-0.013373034374647177,-0.013685171117920657,-0.013689563751016674,-0.013460679926861919,-0.013079762188715286,-0.01259802141735054,-0.012066641621189825,-0.011565509794055144,-0.01118132613627439,-0.010951190994478175,-0.010873877741736175,-0.01097516408927639,-0.01131290116958653,-0.011912536171920868,-0.012764102991032658,-0.013914432969123765,-0.01548077985710521,-0.01754978033476727,-0.02007939261651152
2,95,9505,15,20,0.030030838645383057,0.02843557985937226,0.02702723866170637,0.025972930677773124,0.02527874134437189,0.024804432461185577,0.0244225515812516,0.024134270984275005,0.024007514380014344,0.024048064771513736,0.024202795979324673,0.02444265148590451,0.02476484050688219,0.02513090005310284,0.025478468720268915,0.025797444356619688,0.02612910603931655,0.026490760299204146,0.026853688002728145,0.027207397722317065,0.027578363443229153,0.027978920519616386,0.028380641788104996,0.02870044261673708,0.02912892207105947,0.029509327390635956,0.029895739005820033,0.030273413945311817,0.030641796772256813,0.03101454859868864,0.03140257235456357,0.031820609788592476,0.03229218462220426,0.03283693480039383,0.033463941156067815,0.03419641704540215,0.035083803561687374,0.036176891842469014,0.037490825929440086,0.03903838909282979,0.04085306905511643,0.04297105840661028,0.045373084088515,0.04797399395169569,0.05065726863713941,0.053328689211786545,0.055920032769922266,0.05838075875224846,0.060650686086930666,0.06271083579784094,0.06458282613167032,0.06630975651211017,0.06790916714625496,0.06938543743015421,0.07077311626721144,0.07213157815736672,0.07347573451346867,0.07478638633538869,0.07609958146515763,0.07755456822041126,0.07925833247957853,0.03150397364382971,0.026137794170289524,0.02142617265714572,0.017312213400613386,0.01385094829088048,0.011028904851418737,0.008700779698596643,0.0066904983116434944,0.004940256228247803,0.0034615144438850938,0.002243663617937429,0.0012386779528049461,0.0004286604547770583,-0.00018355884681810338,-0.0006396797784393776,-0.0010184823422239105,-0.001355700705025866,-0.001634515959550572,-0.0018521379978885596,-0.0020447555291867587,-0.0022304271165830064,-0.0023871059142139754,-0.002502250724460274,-0.0025867834020319304,-0.002721734959102881,-0.0028553367693592603,-0.0029936833277234365,-0.003148149222847876,-0.0033425223440846216,-0.0035939901324658803,-0.0039145888794887215,-0.00431976428428104,-0.004818692551732706,-0.005410810249662465,-0.0061019709519228565,-0.006912967929412139,-0.007849682151052504,-0.0088849759496196,-0.009975100772961801,-0.01110095441297909,-0.012236561563136806,-0.013309245486831652,-0.014208994768049935,-0.014850315589796596,-0.015209356427361634,-0.01531252354542375,-0.015200940642914388,-0.014917946919768622,-0.0145273066869593,-0.014117807312578952,-0.013774928259454464,-0.013543586585428567,-0.013446236264350797,-0.013531420905797582,-0.013866979495742856,-0.014485699302597313,-0.015394887599732194,-0.01666417303297424,-0.018425405624635592,-0.020770164551339496,-0.023660152319085012
2,95,9505,15,50,0.02966556615349994,0.028032910308220135,0.02660133965954796,0.025537531528692082,0.02484029023928185,0.024360636592215497,0.023968751901328866,0.023670968913088838,0.023539765186745897,0.023577856538790146,0.023725842291604043,0.02395359786458385,0.024261691026958406,0.024611787953605184,0.024936932715505015,0.025223884166737424,0.02551601088767838,0.025834221071658635,0.026150234434166267,0.026449691064693553,0.026754724252863477,0.027077068340363327,0.027393388832935767,0.02764129371138391,0.027973233669008005,0.02826672116013088,0.02855788518922925,0.028839167008594534,0.02911869960506887,0.0293937810729174,0.02963454605545574,0.029825312912702382,0.029990964324122005,0.030157179510009537,0.030309847368489844,0.030424569430586693,0.030511354560400796,0.03059850333998485,0.030690621604008945,0.03077886492611716,0.03087522097780439,0.031002671888074613,0.031157082170351524,0.03131188987285547,0.031456928061920054,0.03160565559513098,0.03176287343037541,0.0319132633142727,0.03204617424601906,0.03217693121606055,0.032330675777293656,0.032517083121339614,0.032726141698250576,0.032947662590133445,0.03318782871179413,0.03346388664734609,0.03378502284207227,0.03415366414715403,0.03458248109938461,0.035100110604250286,0.03571456296522504,0.03158704548213442,0.026220744371462004,0.02149978780985175,0.017377840039740102,0.013916984873447275,0.011102594444093995,0.008782625330365217,0.0067776531910084025,0.005034475235215811,0.003570748976632961,0.002375496352862115,0.001396174220134718,0.000614397684217987,3.7079423805350895e-05,-0.00037590106139120217,-0.0007067869367567882,-0.0009947607638462826,-0.0012215862367323347,-0.0013801386454641881,-0.0015034516445332892,-0.0016108434283216325,-0.0016845347337426087,-0.0017145274104176697,-0.0017227320853942776,-0.0017325316806415282,-0.001729972761155233,-0.00170526782949342,-0.0016664962986752475,-0.001615460567975703,-0.0015342233283764987,-0.001420829429767122,-0.00130810151740226,-0.0012215465057497281,-0.0011450907892242325,-0.0010565767033463291,-0.000971105463429642,-0.0009185180311119902,-0.0008991148618900309,-0.0008955953348575379,-0.0009103321670426198,-0.0009560640889092836,-0.0010203456451305364,-0.0010743738257090198,-0.0011131756380898174,-0.0011571339989281657,-0.0012160976654306526,-0.001279375960503549,-0.0013448623753653595,-0.0014338062290418058,-0.0015697595457600435,-0.001754082446268687,-0.0019718583285136125,-0.002215981410498574,-0.0025000365205078553,-0.0028452455853469425,-0.0032621833880631364,-0.003751678282922239,-0.004325246272052723,-0.005000698957239647,-0.005782639771541662,-0.0066463732497727065
2,95,9505,15,70,0.02963181133666732,0.02798780864655814,0.026528040568556052,0.02544919086001994,0.024761111569160308,0.024296345206735924,0.02390484757217575,0.023597746592356004,0.0234640186759309,0.02350722229336015,0.023657153108043907,0.02388298066028506,0.024192444821610464,0.024544164588284463,0.02486216728900462,0.02513722634866043,0.02542459752797053,0.025742636929722774,0.026049541231070488,0.0263317962597679,0.02662700032397689,0.026949954118188825,0.027263640307911435,0.02750370258483294,0.027833067050835183,0.0281382513497152,0.028437182269784044,0.028711923820314362,0.028987008677974192,0.029280077379627414,0.029556111414388287,0.02977538257320437,0.02994726701494252,0.030101666572365075,0.030240099333724662,0.030354440180218597,0.030462521909991054,0.030583873071535456,0.03070163634876852,0.03079468015524666,0.03088691202707707,0.03102348954652953,0.031207523394210922,0.031403543316441906,0.031595191275517576,0.03180056724852444,0.032030965505364155,0.032274267234354365,0.032520797007574334,0.032780714517448024,0.033061359961251424,0.03335719137949437,0.03366912706345584,0.03401709187176036,0.03441939167528733,0.03487247554497016,0.03536025895872961,0.03588679553673427,0.03648560869231191,0.03719962097417915,0.038029100797418953,0.03151779365251321,0.02619742360855661,0.021492333436012267,0.017359397207820516,0.013887562855513205,0.0110808357836582,0.00877674456234632,0.00677705684419044,0.00502980541386822,0.0035663681225590604,0.002377290744904679,0.0014016453112274544,0.0006221670943921594,5.327682823180746e-05,-0.00034928797493216066,-0.0006785197730194719,-0.0009703972681775027,-0.0011941322703175026,-0.001344657882656775,-0.0014698458655304694,-0.0015902535460325534,-0.0016733424571948412,-0.0017055149518191589,-0.0017200299800278292,-0.0017505654364466487,-0.0017605687845946066,-0.0017353637441205076,-0.0017002755631064276,-0.0016720324250762218,-0.0016199810830300311,-0.001517689166937326,-0.0013924956481335326,-0.0012867929821423275,-0.0012043715818756543,-0.0011319057211009185,-0.0010799104811485825,-0.0010625316661699662,-0.0010630548492662226,-0.0010628454798681094,-0.0010841531456957474,-0.0011605463014376376,-0.0012788720507864787,-0.0013940508457844075,-0.0014927944820636837,-0.001600977253756347,-0.0017341128067337598,-0.0018794713553554748,-0.0020302124484458143,-0.0022006154574523325,-0.0024042671867351,-0.0026399993574215217,-0.0029117522579735437,-0.0032388711192948604,-0.003636883616243722,-0.004100736013489234,-0.004622285777031082,-0.005216081764002991,-0.005922167826514876,-0.006769290669733105,-0.00775191326027181,-0.008832103110199645
2,95,9505,15,95,0.029604673441676874,0.027985159898319043,0.02654272007642667,0.02546562523723185,0.0247665287089713,0.024291531263597007,0.02390080957319546,0.02360212891278933,0.023475460416899376,0.023523109107698403,0.023680109956660703,0.023917009087113073,0.024237915308212583,0.024599994496732832,0.024928601991722567,0.025213069253251476,0.025505334445263976,0.025824902806185768,0.026134336766142418,0.026420237014726844,0.02671640078991216,0.027037116875336314,0.027346837036110273,0.02757952931546239,0.02788892266298992,0.028180784732246413,0.028491669834913382,0.028806147126907024,0.029134350291054937,0.02950080859380999,0.029913014608988004,0.030369874497417064,0.030877236660093343,0.031433817425445494,0.03201037069859843,0.032567124045714574,0.033081534371679454,0.03354997226441258,0.03396507671652945,0.034320960486520856,0.03462559493718827,0.034903791765277546,0.035177933950118895,0.035453396022667505,0.035722377052090123,0.03598028696649169,0.03623223932385289,0.036485052693363135,0.03673586102756254,0.036983478762729824,0.03724050289923127,0.03752618149846016,0.03784354817009888,0.03818116702513837,0.03853880104423198,0.03893671523167287,0.03939049318243782,0.03989742130770439,0.040449281746202395,0.04105180106100144,0.041701675063165244,0.0315005287437022,0.02617402755148662,0.021477330616475228,0.017357875773687814,0.01389055719666237,0.011074067956549612,0.008754662227457969,0.006744941575875235,0.004992997611783455,0.003523454470673248,0.002325490315717165,0.0013426216463201758,0.00055918376033966,-1.2801286600353137e-05,-0.0004179118229741923,-0.0007475445404044972,-0.0010399069915654265,-0.0012689858997961601,-0.0014300047672530926,-0.001567531128679353,-0.0017027454477545403,-0.0018073835410300353,-0.0018690165093718483,-0.001915361411421748,-0.002013826228661808,-0.002120374575146367,-0.002223556708754028,-0.0023322783246030143,-0.0024652934734115373,-0.0026185197508905183,-0.002773630282941221,-0.002920280824264654,-0.0030463820646376865,-0.0031239412611992466,-0.0031273328011715766,-0.0030594324266599885,-0.0029435023093761265,-0.002797598181910617,-0.002633776008462076,-0.002471497648501644,-0.002337170885954113,-0.002244244360159634,-0.002184853410826263,-0.0021431697257529424,-0.0021131912723570457,-0.002101315100955963,-0.002114443696227012,-0.0021515882425812275,-0.002211872104781264,-0.002305971149999127,-0.00244675171576864,-0.002630831133903203,-0.0028438186536431046,-0.003086417324846691,-0.0033774195801933304,-0.003727879849104772,-0.004127819629033799,-0.004568878055080264,-0.005056592040053974,-0.005599465631312655,-0.006189739274340278
2,95,9505,25,5,0.029513717323110304,0.028047991499780284,0.026726968565952223,0.025641778319774773,0.024818943163235213,0.024234139353227522,0.023841681880095344,0.02359419421868108,0.02345561407766288,0.02340132878654371,0.02341905461962035,0.02350529974371803,0.023661110507692054,0.02388621510108234,0.02417105004533783,0.024492529716453347,0.024816822244352697,0.025111785759007185,0.02535558754443595,0.025543411864221963,0.025681226299834596,0.025780690421063842,0.025854500161098245,0.025905363300593266,0.025970952401727917,0.026033536744912725,0.026111026370663114,0.026211197881749977,0.02633804401010017,0.02649001458953941,0.026657317304788417,0.026824289446853774,0.026975186630230477,0.027100250365820675,0.027197129480838602,0.027269464689913793,0.027323727701058134,0.027367286181609905,0.02740711250199033,0.027450254918373492,0.027503752705387404,0.027574772696651616,0.02766971274567556,0.027792338178160538,0.027940538054728105,0.028104813977418496,0.028269993303428827,0.028421652158895118,0.028550560960292737,0.028656363658371285,0.02874485141121836,0.028826023572137472,0.028912506805444393,0.02901965481098969,0.029166081362184824,0.029374613906527777,0.029670980293748456,0.030080572005255515,0.03061535290498522,0.03126488917932969,0.031984083744704586,0.03184024295241379,0.026413030816956035,0.02176370524430324,0.01776454387486045,0.014354862089471383,0.011482729209715757,0.009091413788188223,0.007108872518082238,0.005472317105144403,0.004113466696385298,0.0029793199868900205,0.0020284805558802104,0.0012342399848243662,0.0005837176779717342,7.687953219390472e-05,-0.0002848115269527329,-0.000509028892950091,-0.0006192363121106503,-0.0006490126505465334,-0.000633340045902429,-0.0006001644816192404,-0.0005683031678663804,-0.0005487261689438992,-0.000545931482341932,-0.0005650785529468719,-0.0006024286676578794,-0.0006554764285007473,-0.0007172892087686231,-0.0007767128119510921,-0.0008204693932499632,-0.0008367748562412196,-0.0008208872159476365,-0.0007776261194131689,-0.0007187330769345652,-0.0006577856285162016,-0.0006059688272216476,-0.0005707529965767143,-0.000556278084660852,-0.0005645779132261274,-0.0005961428112267271,-0.0006500211722257158,-0.0007231631155147963,-0.0008094776973647676,-0.000899597615743617,-0.000981981461354149,-0.0010472480413189359,-0.0010933150414805836,-0.0011281485700660636,-0.001167103250927375,-0.0012283499088363117,-0.001328691979765851,-0.001482349791345506,-0.0017012551363275344,-0.001996138159124666,-0.0023753169916796097,-0.0028432136315707447,-0.0033957564659583377,-0.004018297155093607,-0.004678827154155831,-0.005341348606757758,-0.005979243399411601
2,95,9505,25,20,0.030114091057648843,0.028450986490534444,0.027007611325453366,0.02593413913442745,0.02521953237983171,0.024719177999059476,0.02430860998260866,0.023987550572498677,0.02381888722571943,0.02380710385635839,0.023901045434687865,0.02407023219672259,0.024308193522683697,0.02457729792369308,0.024820956265404363,0.0250330418218393,0.025255421940159062,0.025506255720527993,0.02575922286384125,0.026002032896571884,0.02625611624746899,0.026531911212793524,0.026806230020199787,0.027022448460971515,0.02731651140632063,0.02758514529112311,0.02785899891411494,0.028125157390306837,0.0283933483714618,0.028687618101830716,0.029019883694357356,0.029393552747035145,0.029820493031378705,0.03032309376475139,0.030921258794191473,0.031629084987820695,0.03245557019709861,0.033405302051218874,0.0344663636616114,0.03562408650018038,0.03685851717074676,0.03814481196367507,0.03944495959431738,0.04071299138494957,0.041906149778774056,0.043003881013349225,0.0440076432757555,0.04493335467822972,0.045791981284261485,0.04660023607656179,0.04737662757218419,0.04813573605101283,0.04887639738495249,0.04959462488333548,0.050303129167315816,0.05102534803347509,0.05176690684109033,0.052535135200016264,0.05338820251025386,0.054439533371188537,0.05575032749595163,0.03193721020136412,0.02651676457523055,0.021759745586899523,0.01762377304208459,0.014160732019448672,0.011347365717672619,0.009035682149958658,0.007052261856676487,0.00533784446866905,0.003899165549942625,0.002724245312878007,0.0017661440884437706,0.0010038769551155827,0.0004338898898342118,1.1717492703041279e-05,-0.00033922030371082477,-0.0006528487868740344,-0.0009121919020503718,-0.001112322248901458,-0.0012854450628750757,-0.001449805431430806,-0.0015892401446813622,-0.001696267349178969,-0.0017798495879211948,-0.00191432154837056,-0.002042858699011275,-0.0021734560098937744,-0.0023230192888089164,-0.002516185544288628,-0.0027598898564728178,-0.003047968889722974,-0.0033819559641996722,-0.0037700259263157066,-0.004212962366892956,-0.004699021491282563,-0.0052112132547286845,-0.0057279346483248,-0.006223600470260402,-0.00666946677308085,-0.007045651880426696,-0.007335176062345217,-0.0075208208772885535,-0.0075902717666945,-0.0075497259313492,-0.007430063152256914,-0.007277541171641527,-0.007136275856372675,-0.00703747395121498,-0.0070046055018272765,-0.0070599189972232225,-0.007221835063364459,-0.007499506761266029,-0.007905478886479276,-0.008475335763091923,-0.009258221698775684,-0.010294881578141466,-0.011628058473461655,-0.013346797282542101,-0.015557675661144684,-0.018324657198852734,-0.021622503254703548
2,95,9505,25,50,0.029513717323110304,0.028047991499780284,0.026726968565952223,0.025641778319774773,0.024818943163235213,0.024234139353227522,0.023841681880095344,0.02359419421868108,0.02345561407766288,0.02340132878654371,0.02341905461962035,0.02350529974371803,0.023661110507692054,0.02388621510108234,0.02417105004533783,0.024492529716453347,0.024816822244352697,0.025111785759007185,0.02535558754443595,0.025543411864221963,0.025681226299834596,0.025780690421063842,0.025854500161098245,0.025905363300593266,0.025970952401727917,0.026033536744912725,0.026111026370663114,0.026211197881749977,0.02633804401010017,0.02649001458953941,0.026657317304788417,0.026824289446853774,0.026975186630230477,0.027100250365820675,0.027197129480838602,0.027269464689913793,0.027323727701058134,0.027367286181609905,0.02740711250199033,0.027450254918373492,0.027503752705387404,0.027574772696651616,0.02766971274567556,0.027792338178160538,0.027940538054728105,0.028104813977418496,0.028269993303428827,0.028421652158895118,0.028550560960292737,0.028656363658371285,0.02874485141121836,0.028826023572137472,0.028912506805444393,0.02901965481098969,0.029166081362184824,0.029374613906527777,0.029670980293748456,0.030080572005255515,0.03061535290498522,0.03126488917932969,0.031984083744704586,0.03184024295241379,0.026413030816956035,0.02176370524430324,0.01776454387486045,0.014354862089471383,0.011482729209715757,0.009091413788188223,0.007108872518082238,0.005472317105144403,0.004113466696385298,0.0029793199868900205,0.0020284805558802104,0.0012342399848243662,0.0005837176779717342,7.687953219390472e-05,-0.0002848115269527329,-0.000509028892950091,-0.0006192363121106503,-0.0006490126505465334,-0.000633340045902429,-0.0006001644816192404,-0.0005683031678663804,-0.0005487261689438992,-0.000545931482341932,-0.0005650785529468719,-0.0006024286676578794,-0.0006554764285007473,-0.0007172892087686231,-0.0007767128119510921,-0.0008204693932499632,-0.0008367748562412196,-0.0008208872159476365,-0.0007776261194131689,-0.0007187330769345652,-0.0006577856285162016,-0.0006059688272216476,-0.0005707529965767143,-0.000556278084660852,-0.0005645779132261274,-0.0005961428112267271,-0.0006500211722257158,-0.0007231631155147963,-0.0008094776973647676,-0.000899597615743617,-0.000981981461354149,-0.0010472480413189359,-0.0010933150414805836,-0.0011281485700660636,-0.001167103250927375,-0.0012283499088363117,-0.001328691979765851,-0.001482349791345506,-0.0017012551363275344,-0.001996138159124666,-0.0023753169916796097,-0.0028432136315707447,-0.0033957564659583377,-0.004018297155093607,-0.004678827154155831,-0.005341348606757758,-0.005979243399411601
2,95,9505,25,70,0.029743358009355073,0.028131351716577213,0.026683436638145777,0.025502476647350343,0.024620768529730788,0.024015249702003656,0.023639443011240307,0.023443844584846964,0.023386627526303775,0.023430673271952012,0.023541467572046663,0.023686366045911504,0.02383906351135215,0.023984860837256556,0.02412128595750071,0.02425568037592989,0.024400468107211273,0.02456918251721678,0.02477021523025994,0.02500367171197407,0.02525707743824601,0.02550902177054987,0.025737811408159166,0.02590237423729438,0.02608540782922809,0.02620943329458818,0.026313752238034102,0.026409956249330003,0.02650643316465116,0.02660742469912387,0.026711429497220496,0.02681299617845649,0.026906209977014425,0.026988341294115745,0.027060881562391458,0.027129000255478694,0.02719966287684525,0.027280055903225235,0.027374902275206652,0.02748527311741167,0.027606810819371826,0.027731601700238036,0.02785232601617792,0.02796672629505258,0.028078900808494702,0.028198670320695587,0.028338958378682787,0.0285132531802991,0.028729987995241162,0.028989610053418668,0.029280373478063414,0.029582689444818188,0.02987908305350754,0.030164985402730837,0.030451848947276722,0.030765557918916425,0.031139676461657453,0.031608447090374595,0.03219085995285328,0.032881344605307165,0.03363688256336468,0.031851515856414714,0.026503286173631558,0.021872734304474523,0.017847551620776368,0.01438354029824331,0.011443533040542356,0.008983906842268899,0.006945634154868131,0.005280820535052985,0.003936161853135044,0.0028688406089279967,0.002035053194272322,0.0013882183020006013,0.0008805063103800973,0.00047051364412274276,0.00012615587189792704,-0.00017238222553180775,-0.00043360659878176246,-0.0006535685083031332,-0.0008223675731062901,-0.000929260319456601,-0.0009721392340084911,-0.0009615981138963942,-0.0009257735765908064,-0.0008605148403535429,-0.0008074463230416845,-0.0007671921940726666,-0.000741694593767748,-0.000727574842397647,-0.0007181959172893116,-0.0007071110810291404,-0.0006914048501006359,-0.0006733144321552419,-0.0006588724225154036,-0.0006549726062285105,-0.0006666925509370492,-0.0006958681526849418,-0.0007407838904745762,-0.0007961510252141552,-0.0008550819885473015,-0.0009117735595634157,-0.000965362962132039,-0.0010215802282523949,-0.0010910190427165349,-0.0011849664154567727,-0.0013118432253401817,-0.0014745342301284523,-0.0016697608525788137,-0.0018866183176461963,-0.002111713044738227,-0.0023345628961182474,-0.0025570551204040616,-0.0027973270575519108,-0.0030857834783307313,-0.0034545628719856803,-0.0039289743744387534,-0.004520333830104925,-0.0052249182333773524,-0.006018715811802182,-0.006874015157138208,-0.00777417054571348
2,95,9505,25,95,0.0297849039584307,0.02808292545284126,0.026595647874749457,0.02548753020304857,0.024753294416091698,0.02424111715718105,0.023817524226593646,0.023482617118011816,0.02330448438103954,0.023285983882473174,0.023367920418317405,0.023515778445683106,0.023727088161802835,0.023968834299407427,0.02418208644368399,0.024353457067041864,0.024522257813735224,0.02471333547894896,0.024908775894913627,0.025094422481603592,0.025282136153516908,0.025479128670976233,0.02567224495538267,0.025828463883758715,0.026057601546528034,0.02628146716034595,0.02651771799235641,0.026761774257753862,0.027034956044023124,0.027357916958217147,0.02771995564556215,0.028097489268903684,0.028480283594309503,0.02886245661206251,0.02922272646166713,0.029539560842552697,0.02981487451078543,0.030067342869461996,0.030303380694875388,0.030515795898180747,0.030701622496903946,0.030873933470461176,0.031048938560510986,0.03122828471008955,0.0313989456390452,0.031553952386404946,0.031706053885099506,0.031874322570088515,0.03206061902396973,0.032257315257579355,0.032469283003337665,0.03271181277162904,0.03298514911188222,0.033277506670584725,0.03359552190189738,0.033965333228845054,0.03439136458535858,0.03484812770010716,0.03532415893101433,0.035856588507704304,0.03648400869615166,0.03184734531287564,0.02649489019871367,0.021778186593270056,0.01765983937911321,0.014206438668430016,0.011406092912137783,0.009109964736638035,0.007139461331244167,0.00543751921722584,0.0040182956330472325,0.0028712755262059945,0.0019432737509508396,0.0012086083800200392,0.0006666741443712055,0.00027856493980446843,-3.293906136295072e-05,-0.00030982561406614104,-0.0005411165079710645,-0.0007177434596406229,-0.0008628483249580157,-0.0009943938394496843,-0.001106851695161564,-0.001201199890515378,-0.0012821743748003044,-0.0014102663225204588,-0.0015214586916757458,-0.0016243807925415635,-0.0017351784789199113,-0.0018624310459347008,-0.0019840084926163047,-0.002070667044293676,-0.002116072214763224,-0.0021251786491442875,-0.0020929811624265733,-0.0020163320943832677,-0.0019140067296683236,-0.0018138207655586205,-0.001724962212525317,-0.001640098109227055,-0.001558134157576908,-0.00149272758439813,-0.0014553939963145093,-0.0014410528164241665,-0.0014355024087561042,-0.0014357412718948154,-0.0014570007532632811,-0.0015147133527089146,-0.0016056630112270987,-0.0017170091169215296,-0.001850571025463395,-0.002018426854206151,-0.0022193213583940256,-0.0024412078764019943,-0.0026896471722578858,-0.0029854424745311475,-0.0033294704337776524,-0.0036980766752875123,-0.0040895834639713925,-0.00453958907817479,-0.005077351797860948,-0.005677952806237693
